AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
4725;58;1020;1044;1.3103;82.1;6;0;0;
4725;53;1214;1290;-1.6565;38.13;6.25;4.589;149.4402;
1815;51;240;244.8;5.71;20.4;6;0;0;
1815;2;367.2;367.2;0.2252;114.8491;0;2.3122;135.9147;
2446;54;600;604.8;1.2001;47.1;6;0;0;
2446;2;712.2;712.2;1.9513;114.904;0;19.6134;126.6271;
40486;2;3424;3424;-2.5617;116.6024;0;0;0;
40486;59;3485.2;3600;-1.3524;80.2127;6;131.304;92.4744;
3648;56;540;565.2;1.19;64.6;6;0;0;
3648;1;637.6;637.6;0.136;2.6205;0;3.1495;110.4597;
1788;55;420;451.2;-1.7;55.4;6;0;0;
1788;8;575;575;25.7267;81.3147;6;5.1808;87.3604;
8594;56;1980;2010;8.69;64.6;6;0;0;
8594;2;2156.6001;2156.6001;1.4257;114.8999;0;14.9311;101.191;
1385;2;208;208;-12.851;115.399;0;0;0;
1385;59;272.8;480;9.8497;61.2073;6;1.3729;119.1343;
1385;55;501.4;510;5.4235;55.5835;6.25;14.6997;128.4399;
20697;2;1860;1860;6.2066;116.0554;0;0;0;
20697;59;1927.8;2094;-2.4039;42.6928;6;9.3156;123.6366;
20697;59;2215.6001;2565.6001;11.1636;26.3649;6;75.8369;246.5142;
20697;52;2610.2;2610;16.5246;29.8953;6.25;111.6363;258.4539;
35614;2;3092;3092;-0.5035;116.1504;0;0;0;
35614;59;3148.2;3541.2;6.3591;44.6286;6;1.6354;130.9159;
35614;54;3566.8;3570;1.6293;47.2487;6.25;19.0093;139.9043;
8809;57;2040;2065.2;-9.7801;72.9;6;0;0;
8809;2;2152.6001;2152.6001;0.8494;114.8513;0;7.8317;78.6958;
35596;2;3084;3084;1.9741;116.3233;0;0;0;
35596;59;3138.3999;3475.2;11.391;58.1423;6;4.3009;94.2747;
35596;59;3583.2;3600;22.7846;81.6229;6;71.6915;192.1971;
3770;56;540;578.4;8.69;64.6;6;0;0;
3770;2;708.6;708.6;0.5307;114.9028;0;44.3569;101.0499;
1883;58;300;302.4;24.3101;82.1;6;0;0;
1883;2;359.4;359.4;0.6805;114.9281;0;1.4596;64.1746;
12077;52;3240;3265.2;24.18;29.6;6;0;0;
12077;12;3370.2;3370.2;5.9588;73.661;6;33.7241;122.5045;
2985;54;600;620.4;1.2001;47.1;6;0;0;
2985;9;717.2;717.2;25.7801;63.9187;6;41.1556;90.0677;
5938;54;1320;1341.6;8.7;47.1;6;0;0;
5938;2;1444.8;1444.8;1.9745;114.8608;0;19.8332;115.9221;
13239;54;3480;3514.8;16.7001;47.1;6;0;0;
37136;1;3212;3212;12.5361;2.0019;0;0;0;
37136;59;3261.8;3541.2;-2.5199;44.4101;6;5.7613;95.8115;
37136;59;3572.3999;3600;-1.9835;46.6522;6;61.0874;103.1568;
4789;58;1020;1070.4;1.3103;82.1;6;0;0;
4789;2;1146.4;1146.4;-0.4946;114.7965;0;8.0409;89.5031;
8363;1;812;812;-10.7052;2.2516;0;0;0;
8363;59;854.8;1137.6;0.5679;28.1737;6;2.0869;80.7308;
8363;59;1279.6;1375.2;10.6875;45.0014;6;81.1151;210.0451;
8363;54;1403.4;1410;16.3821;47.2758;6.25;99.9764;222.8345;
41949;1;3540;3540;-6.5919;2.1929;0;0;0;
41949;59;3592.6001;3600;4.4881;42.981;6;10.375;89.6598;
6189;54;1320;1347.6;24.2;47.1;6;0;0;
6189;2;1470.4;1470.4;0.7714;114.917;0;7.958;98.7694;
8770;58;2460;2491.2;16.8102;82.1;6;0;0;
8770;59;2622.8;2754;13.4238;63.9374;6;38.2809;90.3525;
8770;56;2759.6001;2790;16.4445;64.6638;6.25;39.7851;93.7497;
9017;51;2400;2410.8;-17.2899;20.4;6;0;0;
9017;2;2565.8;2565.8;-1.1307;114.8607;0;25.2682;122.2986;
3804;51;960;970.8;-9.79;20.4;6;0;0;
3804;15;971.2;971.2;-9.79;20.8905;6;0.2537;0.4905;
7421;52;1800;1830;1.1801;29.6;6;0;0;
7421;2;1942.2;1942.2;1.7492;114.8538;0;5.726;139.9068;
3814;52;1080;1125.6;24.18;29.6;6;0;0;
3814;54;1409.6;1410;24.3492;46.9245;6.25;183.3139;123.7545;
4476;55;1140;1143.6;5.8;55.4;6;0;0;
4476;59;1151.8;1316.4;2.1971;64.3471;6;1.2495;10.892;
4476;56;1321.4;1350;1.4108;64.7218;6.25;2.8795;12.9789;
6941;57;1320;1366.8;5.7199;72.9;6;0;0;
6941;13;1430.2;1430.2;-25.5961;56.1977;6;8.3064;92.8789;
35604;1;3088;3088;-8.5015;0.544;0;0;0;
35604;59;3171.8;3350.3999;0.8262;56.7899;6;2.3212;114.1106;
35604;55;3361.8;3390;5.5131;55.3437;6.25;6.6114;120.8276;
1353;2;192;192;6.3631;115.6584;0;0;0;
1353;59;240.2;354;11.6569;77.4842;6;1.8341;82.3273;
1353;58;371.8;390;16.5751;81.8036;6.25;12.3423;93.43;
3912;57;600;631.2;-17.28;72.9;6;0;0;
3912;2;723.4;723.4;0.0472;114.7689;0;9.2658;73.0179;
28319;2;2472;2472;-4.8717;116.9935;0;0;0;
28319;59;2532.2;2635.2;-13.8723;59.7695;6;3.8163;95.644;
28319;55;2659.2;2670;-17.4377;55.2961;6.25;19.5834;105.4798;
20331;1;1812;1812;1.4023;1.9074;0;0;0;
20331;59;1906;2035.2;5.6861;61.9038;6;40.2922;122.2818;
20331;56;2059;2070;1.5375;64.3795;6.25;56.7829;129.6305;
34133;2;2936;2936;-12.084;115.7672;0;0;0;
34133;59;3010.6001;3170.3999;-13.7962;25.7161;6;2.1035;132.8846;
34133;51;3204.2;3210;-17.5461;20.1396;6.25;27.573;142.3889;
3482;2;404;404;4.565;116.5648;0;0;0;
3482;59;492;649.2;-5.4144;42.1544;6;5.0368;141.4428;
3482;54;676;690;1.5673;46.9922;6.25;22.1843;152.7589;
8432;56;1980;2004;8.69;64.6;6;0;0;
8432;2;2101;2101;0.0562;114.675;0;36.5959;102.859;
9451;58;2460;2461.2;8.8102;82.1;6;0;0;
9451;59;2585.8;2755.2;22.66;64.4623;6;25.0959;76.4645;
9451;56;2774;2790;23.9741;64.5286;6.25;38.9373;80.5019;
2975;56;540;589.2;16.69;64.6;6;0;0;
2975;59;764.4;1196.4;-11.3815;58.7424;6;70.5352;176.1913;
2975;55;1221.4;1230;-17.3756;55.5571;6.25;83.9377;186.8941;
11368;51;3120;3170.3999;-9.79;20.4;6;0;0;
11368;59;3351.8;3475.2;-5.5578;59.7339;6;48.4483;124.8441;
26485;2;2340;2340;-13.8466;115.2698;0;0;0;
26485;59;2408;2632.8;9.0912;58.1443;6;1.1592;106.4215;
26485;55;2662;2670;6.0676;55.3506;6.25;23.2047;114.5653;
13321;2;1212;1212;5.7119;116.9491;0;0;0;
13321;59;1341.4;1740;9.68;25.1638;6;32.5849;181.8766;
13321;59;1830;1969.2;6.6624;40.0642;6;65.9714;290.5039;
13321;53;1973;2010;5.7023;38.1978;6.25;66.5457;292.6401;
32864;2;2808;2808;-6.6119;116.596;0;0;0;
32864;59;2948.8;3177.6001;0.3458;26.829;6;68.8378;154.1193;
32864;51;3204;3210;5.3838;20.3137;6.25;86.2674;164.5927;
8024;55;1860;1867.2;-1.7;55.4;6;0;0;
8024;1;1979.4;1979.4;-0.6124;2.6098;0;14.4993;108.8253;
8208;51;2400;2402.3999;-9.79;20.4;6;0;0;
8208;15;2402.8;2402.8;-9.8222;20.8984;6;0.2575;0.4996;
8996;1;896;896;1.1156;1.352;0;0;0;
8996;59;941.4;1196.4;-14.0105;56.4906;6;1.5774;92.5758;
8996;55;1207;1230;-16.8218;55.3059;6.25;6.7036;96.7984;
35618;2;3096;3096;-4.2485;116.2234;0;0;0;
35618;59;3170.3999;3412.8;-7.3419;40.3153;6;2.6747;118.4345;
35618;53;3421.6001;3450;-9.5278;38.201;6.25;6.8816;121.8702;
2896;53;480;510;-9.71;37.9;6;0;0;
2896;9;622.4;622.4;25.9576;63.9108;6;51.5115;93.3473;
4056;52;1080;1088.4;16.6801;29.6;6;0;0;
4056;2;1291;1291;0.0023;114.8045;0;32.133;141.0145;
7079;57;1320;1354.8;-1.7801;72.9;6;0;0;
7079;59;1485.2;1728;-4.0096;22.0107;6;5.2271;145.9185;
7079;51;1743.2;1770;-9.7435;20.1819;6.25;13.0702;152.6639;
18757;2;1712;1712;1.1174;116.9585;0;0;0;
18757;58;1771;1830;8.4173;82.1305;6.25;6.9482;87.709;
1725;58;300;337.2;8.8102;82.1;6;0;0;
1725;55;464.4;510;-9.6551;55.5106;6.25;8.7122;106.743;
29235;2;2552;2552;6.2119;116.1634;0;0;0;
29235;59;2619.2;2808;4.8186;74.0302;6;10.4009;91.3064;
29235;57;2832.6001;2850;-1.3897;72.8598;6.25;26.5877;104.4293;
4708;52;1080;1137.6;8.68;29.6;6;0;0;
4708;2;1267.2;1267.2;-0.6045;114.8294;0;36.9272;136.5145;
9823;54;2760;2806.8;8.7;47.1;6;0;0;
9823;8;2972.3999;2972.3999;12.3374;81.2873;6;44.8112;133.7654;
24122;2;2088;2088;12.3748;117.0994;0;0;0;
24122;59;2152;2515.2;7.3491;78.6826;6;6.7618;94.2921;
24122;58;2535;2550;8.5856;81.8962;6.25;19.5582;98.7241;
17550;1;1580;1580;6.8476;0.7237;0;0;0;
17550;59;1641.8;1912.8;-13.261;57.4263;6;2.7117;105.4188;
17550;55;1933.4;1950;-9.8875;55.7098;6.25;17.7532;112.4656;
42482;2;3552;3552;-2.9753;116.0721;0;0;0;
14161;1;1288;1288;6.316;1.1397;0;0;0;
14161;57;1393.4;1410;-10.0733;73.1286;6.25;44.2741;125.657;
3175;54;600;656.4;24.2;47.1;6;0;0;
3175;59;763.4;1192.8;-5.717;57.3569;6;50.3499;99.4996;
3175;55;1207.6;1230;-1.9115;55.5575;6.25;57.7075;105.8552;
18127;1;1672;1672;-6.5535;0.6359;0;0;0;
18127;59;1737.2;1969.2;-3.1658;40.2667;6;1.9135;97.0392;
18127;53;1977;2010;-1.9746;37.7383;6.25;4.7711;100.5793;
3733;56;540;594;24.19;64.6;6;0;0;
3733;59;795.6;1130.4;22.5164;29.8907;6;102.6554;123.8763;
3733;52;1148.4;1170;24.0585;29.7498;6.25;113.9136;127.6524;
7588;58;1740;1785.6;24.3101;82.1;6;0;0;
7588;59;1889.6;1969.2;4.643;41.3476;6;32.9603;103.2704;
7588;53;1987.4;2010;5.9609;38.0278;6.25;42.2627;109.351;
24118;2;2088;2088;-6.254;116.6281;0;0;0;
24118;59;2175.3999;2565.6001;12.747;26.7393;6;12.6294;138.7515;
24118;52;2585;2610;16.3493;29.3519;6.25;25.3155;144.4442;
7969;55;1860;1900.8;-1.7;55.4;6;0;0;
7969;8;1997.6;1997.6;-25.81;81.2956;6;25.3541;88.5835;
11335;57;2760;2793.6001;-17.28;72.9;6;0;0;
11335;10;2907.2;2907.2;25.2157;46.4046;6;10.8727;97.2149;
37192;2;3224;3224;-10.8218;116.3242;0;0;0;
37192;59;3310.3999;3472.8;11.2638;57.7079;6;30.7116;103.7689;
37192;59;3513.6001;3600;15.0189;62.4676;6;148.0755;121.5199;
5978;57;1320;1323.6;5.7199;72.9;6;0;0;
5978;57;1324.8;1410;5.7199;72.9;6.25;0.2;0;
1565;58;300;349.2;16.8102;82.1;6;0;0;
1565;2;445.6;445.6;-0.8417;114.9467;0;4.8563;80.2569;
12261;55;3300;3303.6001;5.8;55.4;6;0;0;
12261;14;3440.6001;3440.6001;11.872;38.561;6;30.9581;92.7513;
3147;54;600;615.6;1.2001;47.1;6;0;0;
3147;59;749;1071.6;12.7365;80.7147;6;11.6957;120.8321;
3147;58;1096.8;1110;8.9519;82.2247;6.25;26.448;130.854;
25908;2;2264;2264;7.5784;116.335;0;0;0;
25908;59;2349;2581.2;2.6209;25.57;6;11.5349;149.7571;
25908;52;2604.8;2610;0.7678;29.5858;6.25;27.4506;157.2807;
12131;55;3300;3310.8;-17.2;55.4;6;0;0;
12131;59;3438.6001;3600;-15.341;25.1692;6;182.1262;103.3948;
6918;52;1800;1819.2;16.6801;29.6;6;0;0;
6918;56;2009.8;2070;1.1463;64.4446;6.25;16.7746;138.0359;
22853;2;1984;1984;10.1286;116.5286;0;0;0;
22853;59;2153;2512.8;11.4794;77.6042;6;32.9957;216.2776;
22853;58;2546.2;2550;17.1507;82.281;6.25;55.7917;229.2457;
40917;1;3480;3480;-9.1982;1.4101;0;0;0;
40917;59;3527;3600;-7.3854;22.9702;6;76.5943;76.598;
8301;56;1980;2005.2;24.19;64.6;6;0;0;
8301;2;2083.6001;2083.6001;1.093;114.8885;0;17.7073;83.8018;
24338;2;2100;2100;-13.6883;115.4952;0;0;0;
24338;59;2174.2;2634;-0.5175;59.1086;6;4.4851;113.9365;
24338;55;2656.6001;2670;-1.6662;55.6931;6.25;20.0664;121.2453;
9480;55;2580;2601.6001;-17.2;55.4;6;0;0;
9480;2;2666.3999;2666.3999;-0.3179;114.8374;0;4.5162;87.3304;
9371;55;2580;2613.6001;-1.7;55.4;6;0;0;
9371;2;2721.6001;2721.6001;-0.8007;114.8413;0;33.4945;113.8254;
8883;52;2520;2521.2;8.68;29.6;6;0;0;
8883;2;2632.3999;2632.3999;2.0104;114.7866;0;20.1323;139.0218;
