AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
3518;2;400;400;3.5903;115.725;0;0;0;
3518;59;502.8;594;10.6796;61.6102;6;32.6883;93.6194;
3518;56;622;630;16.6778;64.8391;6.25;51.0791;103.1041;
4725;52;1080;1088.4;8.68;29.6;6;0;0;
4725;53;1213;1290;-9.5913;37.9285;6.25;31.8246;108.4602;
1815;52;360;411.6;1.1801;29.6;6;0;0;
1815;53;545;570;5.6656;38.068;6.25;6.1014;114.0592;
9079;51;2400;2455.2;5.71;20.4;6;0;0;
9079;10;2543.2;2543.2;26.0236;46.3488;6;4.6464;82.9293;
2446;53;480;511.2;5.7899;37.9;6;0;0;
2446;56;622.2;630;24.2903;64.3705;6.25;7.4602;88.7004;
13515;57;3480;3498;5.7199;72.9;6;0;0;
13515;59;3514.3999;3600;14.0288;79.6271;6;87.4687;17.7397;
12003;55;3300;3337.2;-17.2;55.4;6;0;0;
12003;53;3444.6001;3450;-9.8243;37.9368;6.25;2.9871;98.852;
1788;55;420;465.6;-17.2;55.4;6;0;0;
1788;59;598.2;690;10.5924;43.0284;6;67.2125;100.4744;
1788;59;788.8;1131.6;2.2682;27.0763;6;100.5648;201.2659;
1788;52;1151;1170;8.4227;29.5276;6.25;111.0118;210.2703;
9793;2;932;932;10.3067;116.5169;0;0;0;
9793;58;1073.4;1110;1.1056;81.9964;6.25;27.9478;106.2119;
8594;57;2040;2049.6001;-17.28;72.9;6;0;0;
8594;2;2116.6001;2116.6001;-1.8724;114.8951;0;6.0787;78.1814;
18214;1;1596;1596;8.368;0.4036;0;0;0;
18214;59;1671.8;1909.2;-15.1731;56.5089;6;2.6468;102.9234;
18214;55;1931;1950;-9.8432;55.6141;6.25;16.6882;110.8202;
8176;53;1920;1921.2;-1.7101;37.9;6;0;0;
8176;2;2040.6;2040.6;0.4507;114.8208;0;24.306;123.8211;
9560;58;2460;2494.8;8.8102;82.1;6;0;0;
9560;59;2670.6001;2760;18.5509;64.0026;6;104.5665;102.557;
9560;56;2765;2790;16.8853;64.4442;6.25;106.0415;104.5189;
7352;52;1800;1856.4;16.6801;29.6;6;0;0;
7352;59;1991.4;2091.6001;2.1955;47.0017;6;46.1679;123.2823;
7352;54;2094;2130;1.3156;46.9062;6.25;46.7704;124.2887;
11954;55;3300;3352.8;5.8;55.4;6;0;0;
11954;2;3460.3999;3460.3999;0.3063;114.7302;0;31.281;110.8066;
20217;2;1756;1756;-9.1817;115.8876;0;0;0;
20217;59;1863.6;2036.4;8.8115;59.2156;6;46.4439;102.1937;
20217;56;2065.6001;2070;8.3801;64.5551;6.25;67.5375;112.7025;
6148;54;1320;1328.4;24.2;47.1;6;0;0;
6148;12;1440.6;1440.6;-25.436;73.5764;6;9.1652;93.2386;
8500;54;2040;2064;8.7;47.1;6;0;0;
8500;10;2064.3999;2064.3999;8.6942;46.739;6;0.3053;0.3693;
10904;56;2700;2739.6001;1.19;64.6;6;0;0;
10904;11;2842.8;2842.8;-25.4951;28.7533;6;6.533;108.1144;
7665;55;1860;1900.8;5.8;55.4;6;0;0;
7665;13;1901.2;1901.2;5.8;55.8929;6;0.2543;0.4929;
4464;2;476;476;14.3897;116.3965;0;0;0;
4464;59;645.8;1015.2;1.1656;25.4265;6;15.9069;209.472;
4464;51;1035.8;1050;-1.728;20.726;6.25;29.5532;216.1906;
10887;56;2700;2702.3999;8.69;64.6;6;0;0;
10887;59;2710.8;2890.7617;0.7834;58.2339;6;1.8035;10.7317;
10887;2;3021.3999;3021.3999;1.6909;114.7234;0;67.5242;120.8814;
8320;54;2040;2077.2;16.7001;47.1;6;0;0;
8320;2;2219.6001;2219.6001;0.0992;114.9357;0;36.5125;119.2857;
12750;54;3480;3496.8;24.2;47.1;6;0;0;
12750;54;3507.2;3570;16.8634;46.9258;6.25;2.6745;8.35;
4191;1;440;440;10.2112;0.4033;0;0;0;
4191;53;538.4;570;-9.995;37.781;6.25;44.5854;92.3134;
8809;56;1980;2018.4;8.69;64.6;6;0;0;
8809;2;2118.3999;2118.3999;0.8679;114.8431;0;22.0517;99.7363;
11915;52;3240;3242.3999;8.68;29.6;6;0;0;
11915;13;3332.3999;3332.3999;24.9379;56.1708;6;3.7357;97.4022;
17694;2;1556;1556;2.0129;116.4385;0;0;0;
17694;51;1734.4;1770;5.853;20.2738;6.25;53.0079;157.0184;
3770;51;960;961.2;-1.7899;20.4;6;0;0;
3770;59;1051.6;1257.6;5.0435;42.5101;6;4.1964;111.7198;
3770;53;1280.2;1290;5.8154;38.202;6.25;20.0722;119.5607;
1883;58;300;337.2;16.8102;82.1;6;0;0;
1883;58;359.6;390;24.1834;81.9234;6.25;11.837;10.63;
22060;2;1900;1900;6.8445;116.8989;0;0;0;
22060;59;1984.2;2509.2;15.1375;76.3876;6;2.6972;79.2779;
22060;58;2540;2550;17.0199;82.2532;6.25;23.2783;90.0132;
22679;2;1930;1930;9.7329;117.0873;0;0;0;
22679;1;2011.2;2011.2;-0.896;2.639;0;5.717;127.9301;
5195;2;528;528;-14.3253;116.6088;0;0;0;
5195;54;648;690;8.9563;47.1737;6.25;16.6283;123.0549;
2985;56;540;592.8;24.19;64.6;6;0;0;
2985;1;664.8;664.8;0.3752;2.6384;0;5.3235;87.0076;
8463;56;1980;2008.8;16.69;64.6;6;0;0;
8463;2;2107.8;2107.8;-1.4651;114.7348;0;24.38;98.2078;
3718;56;540;583.2;16.69;64.6;6;0;0;
3718;8;714.8;714.8;25.5624;81.3839;6;8.5991;81.2049;
7804;53;1920;1924.8;-1.7101;37.9;6;0;0;
7804;15;2033;2033;-23.1395;21.1396;6;12.3322;95.3648;
13919;2;1236;1236;-2.8687;115.3111;0;0;0;
13919;54;1391.4;1410;23.9508;46.9639;6.25;56.1766;110.1989;
2564;54;600;620.4;8.7;47.1;6;0;0;
2564;2;779.6;779.6;0.3888;114.8541;0;36.7159;116.5181;
33510;1;2796;2796;8.2368;0.3039;0;0;0;
33510;59;2876.3999;2905.3242;-6.8801;42.3198;6;25.4513;89.9564;
33510;1;3103.6001;3103.6001;0.9379;2.7763;0;169.6006;179.8423;
9493;55;2580;2625.6001;-9.7;55.4;6;0;0;
9493;2;2728.3999;2728.3999;2.6813;114.8402;0;39.3048;110.2927;
13541;53;3360;3373.2;-9.71;37.9;6;0;0;
13541;59;3469.8;3540;3.6936;77.9437;6;10.5114;124.5206;
13541;57;3547.3999;3570;-1.7101;72.975;6.25;11.0219;132.0435;
9541;52;2520;2572.8;1.1801;29.6;6;0;0;
9541;15;2581.3999;2581.3999;-2.1772;21.0499;6;0.4185;9.6819;
4789;51;960;992.4;-1.7899;20.4;6;0;0;
4789;2;1164.8;1164.8;-0.3102;114.8791;0;54.1302;146.7396;
8363;53;1920;1958.4;-17.21;37.9;6;0;0;
8363;2;2067.6001;2067.6001;-0.7092;114.7914;0;35.0578;108.2973;
11643;56;2700;2730;24.19;64.6;6;0;0;
11643;59;2823.3999;2880.1006;-10.3528;24.8983;6;9.9313;107.2787;
11643;1;2944;2944;-1.4054;2.6535;0;26.4431;171.4603;
17152;2;1488;1488;-5.4766;117.0827;0;0;0;
17152;59;1627.2;1851.6;-0.4761;27.3878;6;11.5184;152.2421;
17152;52;1863.8;1890;1.003;29.3789;6.25;19.0931;156.3619;
6189;53;1200;1203.6;-9.71;37.9;6;0;0;
6189;59;1460.6;1794;-5.9382;78.5268;6;62.1692;204.654;
6189;59;2172.8;2517.6001;0.0629;79.0349;6;248.537;406.0853;
6189;58;2534.6001;2550;1.2278;82.2863;6.25;259.8488;410.589;
1719;55;420;453.6;-17.2;55.4;6;0;0;
1719;8;546.6;546.6;25.011;81.3497;6;31.421;82.9086;
8770;51;2400;2428.8;-1.7899;20.4;6;0;0;
8770;2;2555.8;2555.8;-1.1576;114.8519;0;7.1778;142.074;
1524;2;230;230;-5.6767;115.6821;0;0;0;
1524;1;332;332;-0.516;2.7071;0;2.1666;119.6073;
9017;55;2580;2623.2;-9.7;55.4;6;0;0;
9017;59;2756.3999;2909.6904;-3.6206;23.3555;6;61.0521;127.7854;
9017;1;3122.3999;3122.3999;0.2254;2.6939;0;228.4789;206.1061;
7841;52;1800;1844.4;1.1801;29.6;6;0;0;
7841;8;1997;1997;13.9476;81.3044;6;37.4719;140.7349;
3804;56;540;573.6;1.19;64.6;6;0;0;
3804;2;658.8;658.8;-0.5631;114.8215;0;4.7309;105.2775;
6400;51;1680;1731.6;5.71;20.4;6;0;0;
6400;2;1853.2;1853.2;1.5198;114.8572;0;11.2714;135.3014;
9225;2;884;884;-13.1902;117.0015;0;0;0;
9225;59;967;1071.6;16.348;80.4516;6;7.197;78.8563;
9225;58;1074.8;1110;16.5996;82.2935;6.25;7.9752;81.0019;
7421;52;1800;1821.6;24.18;29.6;6;0;0;
7421;59;1926.6;2085.6001;7.3523;76.979;6;10.5543;113.6596;
7421;57;2101.2;2130;5.9565;72.7265;6.25;19.2617;119.6527;
3814;56;540;582;8.69;64.6;6;0;0;
3814;56;631.8;630;24.1724;64.3771;6.25;32.4873;19.7062;
13945;2;1240;1240;-2.3989;115.4921;0;0;0;
13945;54;1366.4;1410;1.1529;46.9588;6.25;25.0392;140.8613;
9408;52;2520;2522.3999;1.1801;29.6;6;0;0;
9408;59;2663.2;2817.6001;5.735;45.005;6;21.0738;120.5886;
9408;59;2855.3999;2907.627;-0.2853;44.6688;6;51.3399;130.9953;
9408;1;3255;3255;-0.108;2.6969;0;318.0372;227.2653;
34523;1;2872;2872;-4.6972;0.9544;0;0;0;
34523;1;2897.6001;2897.6001;0.1831;2.6519;0;2.2753;37.1258;
4476;2;480;480;-5.5358;116.1927;0;0;0;
4476;59;585.2;657.6;6.6725;45.7092;6;32.5438;117.2154;
4476;54;663.4;690;8.4513;47.1209;6.25;34.7619;119.692;
1170;2;60;60;-10.2169;116.6918;0;0;0;
1170;59;131;472.8;-1.2865;62.4687;6;3.4802;113.5144;
1170;55;502.6;510;6.0602;55.3239;6.25;24.1559;126.3957;
2597;2;304;304;13.3929;116.1777;0;0;0;
2597;58;386.6;390;24.4093;81.9964;6.25;3.7145;68.5351;
8582;54;2040;2055.6001;24.2;47.1;6;0;0;
8582;59;2120.8;2635.2;-8.2527;56.521;6;6.3994;101.1415;
8582;55;2649;2670;-9.4263;55.4534;6.25;17.3271;103.7206;
3912;52;1080;1088.4;1.1801;29.6;6;0;0;
3912;59;1214.8;1372.8;23.176;47.3746;6;23.4617;100.4606;
3912;54;1379.4;1410;24.1661;47.3762;6.25;27.0426;102.4761;
11790;51;3120;3174;-17.2899;20.4;6;0;0;
11790;2;3287.6001;3287.6001;-2.6577;114.8661;0;13.2216;130.2278;
8432;57;2040;2098.8;-17.28;72.9;6;0;0;
8432;8;2113.3999;2113.3999;-0.5748;81.3947;6;2.1908;20.7748;
15631;2;1348;1348;8.6911;116.5608;0;0;0;
15631;59;1482.4;1851.6;-3.3112;25.1703;6;10.7969;151.2056;
15631;52;1883;1890;0.9074;29.5415;6.25;33.2662;162.3032;
9451;58;2460;2468.3999;1.3103;82.1;6;0;0;
9451;1;2618;2618;0.5679;2.5986;0;39.3005;129.8422;
6362;54;1320;1330.8;24.2;47.1;6;0;0;
6362;59;1445;1856.4;24.6239;29.7064;6;9.4919;69.033;
6362;52;1861.2;1890;24.3275;29.7264;6.25;11.7072;70.6342;
2975;57;600;655.2;-1.7801;72.9;6;0;0;
2975;59;665.6;1076.4;3.8025;81.4238;6;0.3035;10.2555;
2975;58;1083.8;1110;1.2867;81.87;6.25;2.0281;12.9203;
13321;2;1200;1200;-6.6362;116.66;0;0;0;
13321;59;1273;1380;-3.8148;76.9993;6;2.7134;89.6273;
13321;57;1390.8;1410;-1.9152;73.1179;6.25;7.3139;94.8841;
19444;2;1716;1716;9.9901;115.4337;0;0;0;
19444;59;1814.4;1918.8;10.4518;56.5193;6;32.9737;101.5303;
19444;55;1944.4;1950;6.0157;55.4354;6.25;51.3217;109.6767;
11857;58;3180;3205.2;8.8102;82.1;6;0;0;
11857;59;3429.8;3540;20.1548;46.9832;6;38.3599;210.922;
9553;58;2460;2475.6001;8.8102;82.1;6;0;0;
9553;11;2724.6001;2724.6001;-1.9029;28.964;6;35.395;165.0682;
4928;53;1200;1225.2;-9.71;37.9;6;0;0;
4928;14;1239.4;1239.4;-4.8257;38.5667;6;3.7541;13.6037;
8024;2;730;730;13.1716;115.4302;0;0;0;
8024;1;827;827;-1.8966;2.7106;0;2.3521;122.8366;
