AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
46187;57;2280;2282.3999;5.7199;72.9;6;0;0;
46187;2;2358;2358;-0.3462;114.897;0;2.5804;84.3397;
39172;2;1166;1166;1.0031;116.4102;0;0;0;
39172;59;1266.6;1711.2;-4.3918;21.1885;6;6.6703;138.8536;
39172;51;1722.4;1770;-2.0128;20.3539;6.25;12.2164;142.6728;
49720;1;2482;2482;5.3139;0.2838;0;0;0;
49720;59;2592.8;2880.3079;-0.3291;44.9026;6;22.0532;98.0994;
49720;8;3264;3264;25.3983;81.2814;6;298.7345;210.53;
42377;2;1570;1570;-8.0925;116.2818;0;0;0;
42377;54;1986.2;2010;24.2144;46.9558;6.25;266.8913;173.0546;
38878;58;1380;1432.8;8.8102;82.1;6;0;0;
38878;8;1434;1434;8.8403;81.7066;6;1.0077;0.4709;
49596;1;2464;2464;-10.9122;0.4962;0;0;0;
49596;59;2627.3999;2894.9053;5.8216;43.4546;6;34.6127;112.4022;
49596;8;3284;3284;-17.4245;81.3577;6;266.3256;241.3588;
34408;2;564;564;9.0105;116.2173;0;0;0;
34408;59;667.2;1011.6;-10.588;23.7821;6;9.6139;135.7987;
34408;51;1040.4;1050;-10.1046;20.4918;6.25;32.3587;142.5238;
32823;2;310;310;-13.261;115.4868;0;0;0;
32823;59;446.4;649.2;-2.7724;60.0876;6;32.2484;111.9162;
32823;59;696.4;1342.8;-3.7864;57.4401;6;63.1077;129.0115;
32823;55;1393.2;1410;-9.4861;55.2988;6.25;104.2585;137.5371;
31338;2;62;62;7.458;117.1729;0;0;0;
31338;59;206.2;267.6;-6.5455;22.0284;6;28.7079;149.9751;
31338;51;275.4;330;-1.8429;20.27;6.25;29.9082;155.7877;
50790;54;2640;2666.3999;1.2001;47.1;6;0;0;
50790;2;2760.2;2760.2;1.2716;114.8461;0;6.6596;118.8773;
34262;57;840;873.6;-9.7801;72.9;6;0;0;
34262;59;1014;1177.2;1.1397;41.0215;6;58.559;133.1489;
34262;53;1214.2;1230;5.7566;38.12;6.25;89.7369;140.3724;
31420;1;86;86;-3.6827;1.0174;0;0;0;
31420;59;175.8;649.2;-13.7521;58.797;6;4.4038;92.8327;
31420;55;680;690;-17.4937;55.4116;6.25;27.2592;101.7635;
41535;57;1560;1561.2;-1.7801;72.9;6;0;0;
41535;9;1694.4;1694.4;15.2671;63.8017;6;8.7099;110.0763;
41878;2;1510;1510;12.3928;115.3178;0;0;0;
41878;54;1929.2;2010;8.5508;46.9526;6.25;262.7329;167.897;
46645;2;2092;2092;6.478;116.8652;0;0;0;
46645;59;2227;2683.2;-0.9411;44.172;6;22.422;129.3823;
46645;54;2695.6001;2730;1.1258;46.8906;6.25;28.6684;134.2438;
49576;1;2462;2462;4.2313;1.8555;0;0;0;
49576;59;2653;2883.3762;11.7264;45.7863;6;81.0492;113.5219;
49576;8;3081.8;3081.8;-6.3949;81.4382;6;144.2782;246.7379;
33566;2;460;460;8.4959;116.9663;0;0;0;
33566;59;681.2;1068;11.9681;26.691;6;4.2767;169.3902;
33566;54;1269;1290;8.8707;47.2186;6.25;65.7063;275.7603;
45760;1;2040;2040;4.4708;0.3398;0;0;0;
45760;59;2190.3999;2683.2;4.7803;43.7321;6;38.8414;108.8358;
45760;8;3207.3999;3207.3999;24.9553;81.4171;6;299.5925;348.783;
50809;55;2760;2778;-9.7;55.4;6;0;0;
50809;8;3092;3092;-25.2256;81.3393;6;203.749;170.3612;
50928;54;2640;2642.3999;1.2001;47.1;6;0;0;
50928;2;2764.3999;2764.3999;0.014;114.8522;0;29.6896;133.0898;
32181;58;660;694.8;1.3103;82.1;6;0;0;
32181;59;836.4;1078.8;-4.3455;25.8189;6;6.6897;144.7016;
32181;52;1106.6;1110;1.0028;29.7123;6.25;24.4833;153.6045;
32096;52;300;316.8;8.68;29.6;6;0;0;
32096;9;446.2;446.2;24.1577;63.836;6;7.2874;102.439;
36498;57;840;849.6;-17.28;72.9;6;0;0;
36498;59;973.8;1231.2;5.8448;45.5673;6;22.3808;114.2989;
36498;54;1269.4;1290;1.3772;47.0805;6.25;51.2535;122.0401;
32285;51;240;258;5.71;20.4;6;0;0;
32285;2;382.4;382.4;1.833;114.913;0;11.5796;136.8313;
40553;2;1358;1358;-6.6969;115.9632;0;0;0;
40553;59;1500.8;1924.8;12.168;43.998;6;31.4015;113.3639;
40553;54;1960.8;2010;16.4997;47.0548;6.25;57.4837;120.3144;
51042;57;3000;3002.3999;-9.7801;72.9;6;0;0;
51042;59;3085.3999;3300;16.5996;77.52;6;223.3047;70.7198;
43686;53;1860;1862.4;-9.71;37.9;6;0;0;
43686;59;1982;2288.3999;-3.424;74.6174;6;13.697;110.6154;
43686;57;2295.2;2370;-1.9421;72.8734;6.25;16.6535;113.6748;
34191;55;600;614.4;-9.7;55.4;6;0;0;
34191;2;715.4;715.4;-0.0534;114.8533;0;7.6021;94.3479;
50354;1;2582;2582;-13.9647;1.2067;0;0;0;
50354;59;2703.2;2883.0405;-5.798;42.2931;6;14.1137;92.417;
50354;8;3272.6001;3272.6001;-17.4668;81.3509;6;256.2638;214.9036;
38837;58;1380;1399.2;1.3103;82.1;6;0;0;
38837;2;1529.2;1529.2;-0.6468;114.8673;0;43.2085;98.1131;
40115;2;1310;1310;-9.9307;115.3823;0;0;0;
40115;59;1429.8;2090.3999;-1.8136;57.1061;6;10.2731;125.969;
40115;55;2107.6001;2130;5.5413;55.5209;6.25;18.6739;135.3389;
34136;52;1020;1041.6;24.18;29.6;6;0;0;
34136;2;1150.2;1150.2;1.5363;114.9031;0;19.4373;120.5772;
34188;56;780;781.2;8.69;64.6;6;0;0;
34188;59;1115.6;1797.6;21.7767;29.7945;6;197.8676;135.7482;
34188;52;2535.6001;2550;23.9728;29.6068;6.25;902.1103;165.2956;
41537;51;1680;1688.4;-1.7899;20.4;6;0;0;
41537;2;1822.2;1822.2;-0.0221;114.874;0;28.5306;139.9657;
43875;55;2040;2068.8;-9.7;55.4;6;0;0;
43875;2;2196;2196;-1.5229;114.8966;0;46.5043;102.8429;
35669;2;736;736;13.5622;116.522;0;0;0;
35669;56;865.6;870;16.83;64.5795;6.25;12.13;93.005;
45517;1;1966;1966;-7.2333;0.3192;0;0;0;
45517;59;2049.2;2586;9.9655;41.4578;6;1.5003;85.3252;
45517;53;2612.3999;2670;5.9512;37.7202;6.25;19.4425;93.0437;
45950;52;2460;2509.2;16.6801;29.6;6;0;0;
45950;59;2814.8;2897.5051;9.2639;61.7106;6;151.1508;168.5035;
48773;55;2760;2799.6001;5.8;55.4;6;0;0;
48773;2;2905;2905;0.5025;114.9077;0;4.2581;99.5101;
45742;2;2034;2034;-12.2069;116.5168;0;0;0;
45742;59;2256.3999;2583.6001;-10.7884;41.8371;6;54.3712;132.1578;
45742;53;2656.8;2670;-17.0805;38.0841;6.25;104.2479;151.5364;
46029;56;2220;2228.3999;24.19;64.6;6;0;0;
46029;1;2332.6001;2332.6001;0.0204;2.7704;0;41.9291;90.4673;
46044;52;2460;2473.2;8.68;29.6;6;0;0;
46044;2;2634.2;2634.2;2.2396;114.867;0;49.5205;144.3408;
52081;2;2784;2784;-1.6894;115.8177;0;0;0;
52081;8;2917.6001;2917.6001;-6.9668;81.4072;6;49.9332;88.1054;
38367;1;1070;1070;8.2384;0.7778;0;0;0;
38367;59;1167.8;1231.2;2.6728;41.7514;6;23.305;97.4166;
38367;54;1279.2;1290;8.4395;47.0036;6.25;62.3606;108.2538;
41545;52;1740;1761.6;1.1801;29.6;6;0;0;
41545;59;1813.2;2515.2;10.5421;27.8122;6;35.6574;16.6779;
41545;52;2534.6001;2550;8.8373;29.4467;6.25;48.4209;22.2947;
46128;52;2460;2499.6001;8.68;29.6;6;0;0;
46128;59;2715;2906.9832;-14.6398;41.9281;6;81.9767;120.3518;
47844;2;2252;2252;6.1067;115.6425;0;0;0;
47844;59;2355;2909.9685;1.1022;74.4861;6;12.4794;96.936;
47844;8;2917.6001;2917.6001;4.1962;81.3418;6;14.3453;105.5029;
39154;1;1164;1164;-2.7616;1.7525;0;0;0;
39154;59;1214.6;1710;-11.9457;21.6786;6;12.4905;55.1183;
39154;59;1777.6;2456.3999;-14.2632;23.8406;6;65.8818;74.481;
39154;51;2480.8;2490;-17.3504;20.2273;6.25;83.8356;81.5309;
48582;55;2760;2761.2;5.8;55.4;6;0;0;
48582;59;2848.2;2890.2075;-18.0776;20.98;6;21.0729;117.6968;
48582;8;2995.3999;2995.3999;25.2596;81.19;6;63.0494;230.9284;
36568;54;1200;1201.2;8.7;47.1;6;0;0;
36568;11;1329.2;1329.2;2.5038;28.845;6;11.7949;109.6704;
35494;2;714;714;1.3309;115.7808;0;0;0;
35494;59;858.6;1016.4;0.4774;24.1026;6;17.0383;140.5258;
35494;59;1056.4;1711.2;-0.7659;24.161;6;50.9707;148.9214;
35494;51;1759.6;1770;-1.5554;20.3031;6.25;90.983;157.7457;
35801;2;772;772;-3.983;115.2948;0;0;0;
35801;59;861;1178.4;3.5881;41.3335;6;8.3828;119.6705;
35801;53;1230.4;1230;-1.957;37.6819;6.25;52.706;131.116;
41983;2;1526;1526;-7.4134;115.2983;0;0;0;
41983;59;1643.2;1924.8;14.4517;41.292;6;32.9106;112.2192;
41983;54;1947.6;2010;16.8583;46.9015;6.25;47.593;120.5895;
45563;2;1980;1980;-8.4005;115.904;0;0;0;
45563;59;2130.8;2809.2;-7.7719;59.6392;6;65.6206;121.3537;
45563;8;2962.6001;2962.6001;-17.7893;81.4117;6;146.9533;231.2675;
40501;1;1344;1344;-13.5365;2.1501;0;0;0;
