AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
76477;55;3480;3495.6001;-17.2;55.4;6;0;0;
52980;2;344;344;4.2118;116.5041;0;0;0;
52980;59;442.8;649.2;-3.1226;60.2078;6;18.3344;104.3899;
52980;55;665.4;690;-1.8859;55.4366;6.25;25.4045;112.3056;
54096;56;780;787.2;16.69;64.6;6;0;0;
54096;2;870.6;870.6;0.6416;114.9438;0;7.5022;97.3119;
64593;2;1794;1794;13.849;117.0812;0;0;0;
64593;59;1965.6;2580;-5.6853;39.0989;6;34.6646;142.6912;
64593;53;2592.8;2670;-1.7698;37.7025;6.25;39.9863;148.2148;
60169;2;1278;1278;-13.4253;116.585;0;0;0;
60169;59;1445.6;1795.2;1.9528;27.6859;6;20.5737;161.1526;
60169;52;1832.6;1830;8.5276;29.4602;6.25;46.4286;172.4407;
53391;1;450;450;8.0316;1.8384;0;0;0;
53391;59;558.8;792;20.8746;64.5532;6;4.4984;92.4857;
53391;56;840.6;870;24.3411;64.7607;6.25;43.6024;101.8836;
59706;2;1222;1222;-2.6641;115.9229;0;0;0;
59706;59;1461.2;2016;-14.183;23.6811;6;95.6809;149.463;
59706;59;2079;3470.3999;-16.0922;23.6702;6;142.6178;169.3912;
66557;55;2040;2053.2;-1.7;55.4;6;0;0;
66557;2;2143.2;2143.2;-3.0883;114.8588;0;17.5915;103.5792;
52671;1;304;304;11.485;0.5334;0;0;0;
52671;59;410.6;649.2;-1.761;58.2968;6;7.7661;115.9706;
52671;55;654.6;690;-1.4568;55.2945;6.25;8.6822;119.4985;
66586;51;2700;2745.6001;5.71;20.4;6;0;0;
66586;13;3053.6001;3053.6001;-9.971;56.2287;6;162.5014;206.2971;
76177;53;3300;3301.2;-1.7101;37.9;6;0;0;
66377;52;2460;2479.2;16.6801;29.6;6;0;0;
66377;2;2619.2;2619.2;3.8109;114.8798;0;54.2429;134.7449;
63979;53;1860;1866;-9.71;37.9;6;0;0;
63979;14;1866.6;1866.6;-10.1504;38.4034;6;0.2714;0.7294;
74765;1;3018;3018;6.8226;1.4201;0;0;0;
74765;59;3261.8;3600;-2.9758;75.3107;6;448.2163;142.7025;
54319;2;566;566;-14.0024;117.0339;0;0;0;
54319;59;652.6;792;20.0312;64.1134;6;33.7116;92.4082;
54319;56;826.2;870;24.3666;64.3531;6.25;60.1034;102.233;
62034;51;1980;2001.6;-9.79;20.4;6;0;0;
62034;59;2254.2;2804.3999;5.3149;57.8165;6;120.0332;143.9569;
62034;55;2822.6001;2850;5.681;55.1979;6.25;131.6998;150.4516;
56581;51;1260;1292.4;-17.2899;20.4;6;0;0;
56581;59;1358.4;1794;0.7749;28.3758;6;41.6668;37.8345;
56581;52;1797.4;1830;1.3592;29.7674;6.25;42.8037;39.7825;
54055;57;840;873.6;-1.7801;72.9;6;0;0;
54055;10;1038;1038;15.9571;46.3492;6;26.1981;149.1538;
62130;2;1442;1442;-6.4788;115.6897;0;0;0;
62130;59;1569;2155.2;-1.5604;79.25;6;33.3792;104.6761;
62130;59;2191.8;3596.3999;-0.9809;81.2816;6;66.2974;110.4908;
76325;58;3540;3556.8;8.8102;82.1;6;0;0;
53180;2;394;394;-0.8125;116.3872;0;0;0;
53180;58;737.4;750;24.3293;82.3768;6.25;251.2268;133.4617;
71262;54;2640;2670;16.7001;47.1;6;0;0;
71262;1;2742;2742;1.877;2.6372;0;9.5616;81.8478;
65386;2;1902;1902;-1.685;115.8152;0;0;0;
65386;59;2015.4;2677.2;7.968;44.1716;6;23.4306;116.2409;
65386;54;2729;2730;1.297;47.3248;6.25;64.2157;127.9865;
58620;55;1320;1327.2;5.8;55.4;6;0;0;
58620;2;1406.8;1406.8;0.2811;114.7235;0;4.9561;99.8681;
58707;54;1200;1204.8;8.7;47.1;6;0;0;
58707;2;1299.8;1299.8;-2.1159;114.8016;0;9.5656;116.4591;
60103;2;1270;1270;-13.0169;115.9187;0;0;0;
60103;59;1470.8;2152.8;20.9145;82.2663;6;138.8112;99.1375;
60103;59;2933.2;3591.6001;23.8669;81.9576;6;785.7764;305.2241;
57760;2;1022;1022;-8.3635;117.0899;0;0;0;
57760;59;1134.4;2016;-15.0353;21.3097;6;18.8538;137.8955;
57760;51;2029.6;2070;-17.1927;20.6142;6.25;28.8003;141.7;
66881;2;2056;2056;-14.6117;116.2048;0;0;0;
66881;59;2258.3999;3478.8;-1.4136;22.802;6;35.8663;157.4453;
78058;2;3466;3466;-12.1725;117.0327;0;0;0;
64452;1;1776;1776;-9.7095;1.7922;0;0;0;
64452;59;1878.4;2515.2;10.0578;27.5832;6;26.7743;81.562;
64452;59;2750.8;3392.3999;12.8553;46.1633;6;166.6388;191.4491;
64452;54;3424;3450;16.6063;46.9486;6.25;188.0281;200.6228;
52099;55;600;658.8;-9.7;55.4;6;0;0;
52099;59;782.8;873.6;-10.437;76.5622;6;28.1108;100.5548;
52099;57;899.4;930;-17.078;72.7357;6.25;44.8763;110.4088;
65442;1;1918;1918;-5.5845;1.2103;0;0;0;
65442;59;2020.6;2804.3999;-7.2205;60.3465;6;3.6863;107.0527;
65442;59;2862.3999;3600;5.1575;59.746;6;783.7718;129.0038;
68982;2;2336;2336;-7.7304;116.7779;0;0;0;
68982;59;2464.8;3512.3999;2.03;57.1632;6;25.7139;121.1823;
68982;55;3524.2;3570;-1.4996;55.2673;6.25;32.4431;125.8747;
73011;1;2826;2826;-10.6906;1.4092;0;0;0;
73011;59;3029.3999;3600;20.1895;47.1617;6;708.6436;95.5318;
56483;57;840;861.6;-9.7801;72.9;6;0;0;
56483;2;954.2;954.2;-1.6741;114.8698;0;15.846;77.3326;
61901;57;1560;1570.8;-17.28;72.9;6;0;0;
61901;59;1655.6;2239.2;15.5211;58.308;6;14.3742;99.3153;
61901;56;2274.2;2310;16.6328;64.367;6.25;38.6214;111.0232;
62499;2;1526;1526;-7.3466;116.4939;0;0;0;
