AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
4839;55;1140;1161.6;5.8;55.4;6;0;0;
4839;13;1248.8;1248.8;7.6762;56.1655;6;17.4466;98.7136;
3518;57;600;610.8;-17.28;72.9;6;0;0;
3518;2;673.2;673.2;3.0886;114.7419;0;3.5955;69.6147;
4725;53;1200;1203.6;5.7899;37.9;6;0;0;
4725;2;1328.2;1328.2;-0.6793;114.9756;0;9.4446;117.4263;
10519;54;2040;2062.8;8.7;47.1;6;0;0;
10519;1;2134;2134;-0.0709;2.6569;0;13.689;79.4023;
11532;2;2348;2348;10.6137;116.0365;0;0;0;
11532;59;2448.3999;2521.2;-2.2763;76.503;6;9.4629;97.0611;
11532;58;2535.6001;2550;1.1889;82.2493;6.25;16.0413;104.528;
7034;58;1740;1776;1.3103;82.1;6;0;0;
7034;59;1791;2072.3999;-15.3656;76.7458;6;0.3598;17.6658;
7034;57;2096.8;2130;-9.654;72.7205;6.25;14.2571;28.7399;
10425;57;2040;2052;-1.7801;72.9;6;0;0;
10425;59;2178.6001;2446.8;1.3965;23.8694;6;6.3797;144.3351;
10425;51;2460;2490;5.9976;20.393;6.25;12.6562;151.8302;
7005;57;1320;1338;-9.7801;72.9;6;0;0;
7005;2;1417.4;1417.4;-0.9772;114.9178;0;23.596;79.6977;
4101;1;780;780;-6.6845;1.0599;0;0;0;
4101;59;845.2;1170;-6.9845;57.1667;6;1.7726;103.742;
4101;55;1205.2;1230;-1.5934;55.6639;6.25;28.8774;113.3527;
11294;1;2208;2208;-6.766;1.474;0;0;0;
11294;59;2306;2521.2;14.3877;80.5145;6;26.4312;115.8818;
11294;56;2733;2790;16.427;64.7321;6.25;174.6758;222.0634;
1232;2;132;132;-9.8796;117.1078;0;0;0;
1232;59;202.4;445.2;-15.0272;59.0876;6;3.4123;104.4598;
1232;55;464.6;510;-9.4348;55.3241;6.25;13.935;115.3946;
1788;52;360;388.8;16.6801;29.6;6;0;0;
1788;2;508.2;508.2;0.61;114.7964;0;12.4813;133.8787;
1512;58;300;303.6;1.3103;82.1;6;0;0;
1512;2;369.2;369.2;0.8828;114.8178;0;9.2924;88.296;
3391;51;960;994.8;5.71;20.4;6;0;0;
3391;2;1079.2;1079.2;1.2965;114.7322;0;6.0787;136.1243;
7040;58;1740;1748.4;24.3101;82.1;6;0;0;
7040;59;1849.2;1882.8;-15.3903;56.3624;6;3.0845;87.5284;
7040;55;1891.6;1950;-17.3977;55.5193;6.25;7.9722;91.1441;
8176;51;1680;1725.6;-17.2899;20.4;6;0;0;
8176;2;1821.6;1821.6;-1.6838;114.8293;0;16.5958;122.3951;
9560;1;1868;1868;-4.1512;0.3097;0;0;0;
9560;59;2018.6;2072.3999;-6.578;78.6242;6;4.0894;120.4124;
9560;57;2099.8;2130;-1.872;73.1102;6.25;19.2357;130.5883;
10494;58;2460;2500.8;24.3101;82.1;6;0;0;
10494;13;2597;2597;17.6194;56.2724;6;9.7009;79.1337;
13417;1;2656;2656;-13.5776;0.5932;0;0;0;
13417;59;2746.8;2786.3999;13.416;74.3382;6;1.3818;120.298;
13417;57;2798.6001;2850;5.9153;72.6654;6.25;5.4038;128.6653;
14319;2;2788;2788;0.9009;116.5572;0;0;0;
14319;59;2866;2907.853;15.7287;76.8929;6;3.4951;71.5481;
14319;2;2972;2972;1.1116;114.7544;0;5.2419;143.3511;
8228;55;1860;1862.4;-1.7;55.4;6;0;0;
8228;2;1989.8;1989.8;-1.9588;114.9574;0;10.2494;101.4539;
3076;1;580;580;13.659;0.4144;0;0;0;
3076;59;707.4;1062;5.1115;80.264;6;2.8227;134.5839;
3076;58;1078.6;1110;8.5609;82.0588;6.25;13.4549;140.0893;
11954;58;2460;2506.8;16.8102;82.1;6;0;0;
11954;59;2602.6001;2700;10.8054;62.4231;6;43.497;85.4024;
11954;56;2714;2790;16.429;64.5177;6.25;50.5829;92.4512;
1270;2;156;156;13.8702;116.658;0;0;0;
1270;59;255.6;446.4;-14.6366;58.5605;6;1.4195;100.6592;
1270;55;479;510;-17.3486;55.2239;6.25;27.714;107.4777;
3189;54;600;609.6;24.2;47.1;6;0;0;
3189;2;721.4;721.4;-0.4439;114.8132;0;3.4292;97.2641;
8244;58;1740;1772.4;16.8102;82.1;6;0;0;
8244;1;1879.6;1879.6;-0.3652;2.6648;0;31.242;115.7849;
1521;58;300;312;8.8102;82.1;6;0;0;
1521;10;411.4;411.4;11.0575;46.2397;6;12.3606;115.5746;
3983;2;708;708;7.999;115.4532;0;0;0;
3983;59;809.4;1180.8;-5.0074;56.7643;6;2.211;104.5453;
3983;55;1201.4;1230;-9.4785;55.4135;6.25;15.8099;111.3628;
5315;2;1048;1048;-11.1089;116.2425;0;0;0;
5315;59;1126.8;1215.6;-10.7678;40.0596;6;2.1795;121.791;
5315;53;1222.4;1290;-17.0953;37.954;6.25;3.3918;128.8659;
4711;52;1080;1082.4;8.68;29.6;6;0;0;
4711;59;1246;1266;22.7928;64.2629;6;33.5765;110.6124;
4711;56;1281.6;1350;23.9662;64.533;6.25;44.1832;113.7635;
6148;1;1176;1176;-10.0869;1.0005;0;0;0;
6148;56;1305.8;1350;0.951;64.6013;6.25;30.5986;131.7503;
10564;58;2460;2478;8.8102;82.1;6;0;0;
10564;54;2810.3999;2850;24.4435;47.037;6.25;95.7501;227.0574;
1690;58;300;318;1.3103;82.1;6;0;0;
1690;2;400.4;400.4;-0.0545;114.8642;0;26.2369;90.1488;
13760;51;3120;3130.8;-1.7899;20.4;6;0;0;
13760;59;3248;3300;-13.9847;59.6212;6;34.426;106.3554;
13760;55;3306;3390;-17.1102;55.5545;6.25;34.7357;111.5086;
6910;54;1320;1345.2;16.7001;47.1;6;0;0;
6910;59;1464.8;1729.2;6.7272;23.4895;6;7.1837;86.4527;
6910;51;1746.4;1770;5.6558;20.2393;6.25;17.7859;92.4762;
1610;52;360;379.2;8.68;29.6;6;0;0;
1610;15;390.2;390.2;17.3071;21.18;6;1.5051;14.3021;
2873;2;492;492;-4.0904;115.3418;0;0;0;
2873;56;568.2;630;1.42;64.4973;6.25;5.6463;99.934;
4464;52;1080;1106.4;16.6801;29.6;6;0;0;
4464;59;1215;1267.2;1.8275;62.8908;6;14.0327;120.5932;
4464;56;1271.6;1350;1.3184;64.3055;6.25;15.4264;122.5372;
2218;2;340;340;12.5913;115.3799;0;0;0;
2218;52;447.4;450;1.0483;29.5333;6.25;2.5404;147.0946;
5035;2;992;992;-12.3168;116.7128;0;0;0;
5035;55;1150.4;1230;-9.4095;55.4428;6.25;44.7878;131.9727;
8320;55;1860;1880.4;5.8;55.4;6;0;0;
8320;2;1999.4;1999.4;0.6145;114.9152;0;14.2869;99.6192;
10470;54;2040;2049.6001;16.7001;47.1;6;0;0;
10470;2;2147.8;2147.8;-0.8005;114.8949;0;15.4738;116.3358;
4191;2;824;824;-6.6702;115.742;0;0;0;
4191;59;924.6;1180.8;-7.5774;57.6405;6;37.7083;103.9556;
4191;55;1213.4;1230;-9.7737;55.6604;6.25;63.0275;111.7328;
4662;55;1140;1150.8;5.8;55.4;6;0;0;
4662;2;1220;1220;1.9427;114.7861;0;9.365;100.0026;
8082;55;1860;1864.8;-1.7;55.4;6;0;0;
8082;15;1993.4;1993.4;14.5752;21.1032;6;32.4978;129.3466;
11244;2;2180;2180;-14.0716;116.7951;0;0;0;
11244;59;2282.2;2600.3999;1.1962;57.7271;6;1.5857;113.9124;
11244;55;2614.2;2670;-1.4937;55.2791;6.25;9.2083;119.432;
11858;58;2460;2499.6001;24.3101;82.1;6;0;0;
11858;1;2591.3999;2591.3999;1.3467;2.5863;0;14.257;99.8252;
11915;58;2460;2487.6001;16.8102;82.1;6;0;0;
11915;1;2586.2;2586.2;0.8185;2.6619;0;15.3845;115.8778;
12105;1;2420;2420;3.8047;1.2592;0;0;0;
12105;52;2574.6001;2610;16.4501;29.5784;6.25;60.6297;79.2574;
12818;2;2540;2540;5.0111;116.6248;0;0;0;
12818;59;2633.2;2791.2;12.6319;46.3958;6;30.1267;108.9567;
12818;54;2799.3999;2850;16.4969;47.3414;6.25;33.3552;114.2804;
11224;2;2168;2168;7.6023;115.6513;0;0;0;
11224;59;2267.2;2550;25.0871;29.8598;6;32.6617;116.4602;
11224;52;2557.6001;2610;24.2972;29.7979;6.25;37.1321;119.7355;
13718;58;3180;3187.2;16.8102;82.1;6;0;0;
