AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
85330;58;1740;1780.8;16.8102;82.1;6;0;0;
85330;2;1870.8;1870.8;-0.7805;114.8919;0;38.9837;78.1775;
86237;56;1980;1986;8.69;64.6;6;0;0;
86237;15;2101.8;2101.8;17.5575;21.2072;6;8.0508;103.8859;
80716;2;308;308;-5.3097;116.0445;0;0;0;
80716;59;495.8;596.4;0.4334;61.4406;6;47.1144;165.7796;
80716;56;603.6;630;1.2105;64.3658;6.25;48.6223;169.2845;
84557;55;1860;1863.6;-1.7;55.4;6;0;0;
84557;59;1972.6;2095.2;20.4715;47.0825;6;36.6525;93.7368;
81248;56;540;583.2;1.19;64.6;6;0;0;
81248;12;689.6;689.6;25.8071;73.5883;6;16.0716;87.159;
80320;56;540;543.6;1.19;64.6;6;0;0;
80320;2;642.8;642.8;0.6942;114.9095;0;10.402;107.5729;
85420;55;1860;1872;-1.7;55.4;6;0;0;
85420;59;1990.8;2095.2;4.9062;73.3854;6;10.1819;115.0948;
85420;57;2105.8;2130;-1.6983;73.1518;6.25;14.2081;121.9869;
81021;56;540;559.2;24.19;64.6;6;0;0;
81021;57;673.6;690;-17.1513;72.8768;6.25;62.177;83.9749;
86400;2;724;724;-10.1016;115.9477;0;0;0;
86400;59;821.4;1136.4;23.8648;29.8705;6;14.4177;121.5241;
86400;52;1143;1170;23.9609;29.7145;6.25;18.0957;124.2446;
82285;55;1140;1191.6;-1.7;55.4;6;0;0;
82285;59;1306;1372.8;0.599;75.6284;6;16.3137;112.1744;
82285;57;1395.4;1410;5.5178;72.6986;6.25;29.7222;121.8461;
84629;55;1860;1866;-17.2;55.4;6;0;0;
84629;59;1960;2092.8;3.9713;46.1701;6;4.1827;100.9723;
84629;54;2101;2130;1.4069;47.3068;6.25;7.05;104.4068;
103389;2;2088;2088;1.7687;115.9333;0;0;0;
86129;57;2040;2059.2;-1.7801;72.9;6;0;0;
104262;2;2160;2160;1.7761;115.916;0;0;0;
81135;56;540;580.8;1.19;64.6;6;0;0;
81135;2;678.8;678.8;-0.5073;114.9255;0;2.1342;102.3998;
83447;2;532;532;-6.8448;115.5848;0;0;0;
83447;54;667.4;690;24.4358;47.239;6.25;62.4508;120.9133;
83731;56;1260;1306.8;1.19;64.6;6;0;0;
83731;59;1436.8;1735.2;0.2661;23.7297;6;10.5141;136.1564;
83731;51;1758.2;1770;5.4339;20.4036;6.25;24.6179;143.8765;
