AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
57559;55;600;632.4;-17.2;55.4;6;0;0;
57559;1;713;713;-0.3937;2.6017;0;3.8192;90.5042;
76477;2;2844;2844;6.7101;116.671;0;0;0;
76477;8;3048.6001;3048.6001;15.3734;81.3419;6;105.0496;105.731;
55494;1;194;194;-11.2718;1.2188;0;0;0;
55494;59;258;333.6;24.7962;29.5657;6;1.5161;58.4721;
55494;52;337.6;390;24.4089;29.4063;6.25;3.1472;59.3319;
55668;52;300;318;1.1801;29.6;6;0;0;
55668;59;536.6;709.2;13.5895;78.0749;6;37.5426;147.9997;
55668;59;759.2;1430.4;15.5011;81.4555;6;72.0101;164.1385;
55668;58;1462.6;1470;9.0184;82.2105;6.25;92.675;174.9459;
58092;2;566;566;13.8687;116.472;0;0;0;
58092;59;690.4;1015.2;-12.021;21.5171;6;1.9877;137.7717;
58092;51;1040;1050;-17.1056;20.2514;6.25;17.1396;146.5559;
73181;1;2442;2442;-5.3057;2.2564;0;0;0;
64545;2;1366;1366;-1.1352;116.8224;0;0;0;
64545;59;1454.4;1887.6;-16.7599;43.8761;6;17.4944;109.9192;
64545;53;1906;1950;-17.2923;37.6313;6.25;28.1417;118.2371;
74943;56;2940;2946;24.19;64.6;6;0;0;
74943;13;3054.6001;3054.6001;18.5555;56.2589;6;81.6798;40.3506;
64593;2;1380;1380;-1.9008;116.4002;0;0;0;
64593;59;1481.8;1920;10.6483;45.3363;6;6.6059;111.1782;
64593;54;1928.4;2010;8.9718;46.9926;6.25;10.3823;114.025;
60169;57;840;841.2;5.7199;72.9;6;0;0;
60169;9;941.2;941.2;21.8468;63.8486;6;4.779;78.7565;
60263;54;1200;1239.6;8.7;47.1;6;0;0;
60263;59;1378;2098.8;1.2598;56.2535;6;33.3597;115.5815;
60263;55;2103.8;2130;-1.4989;55.3265;6.25;34.5324;118.6989;
69619;2;2016;2016;5.9639;116.2877;0;0;0;
69619;59;2166;2690.3999;7.3231;45.717;6;4.2174;127.2913;
69619;54;2727.6001;2730;1.3913;47.1589;6.25;30.607;135.537;
59560;1;774;774;-8.9305;0.6257;0;0;0;
59560;59;865.6;1078.8;13.5641;28.7751;6;32.1162;67.9396;
59560;52;1093.2;1110;16.4434;29.6021;6.25;39.8971;73.0737;
59850;2;820;820;-1.3678;117.0536;0;0;0;
59850;59;927.4;1246.8;9.2289;45.1473;6;11.6166;119.4144;
59850;52;1817.6;1830;24.2435;29.3356;6.25;428.8297;292.6685;
63979;1;1290;1290;9.5513;1.2623;0;0;0;
63979;59;1357.2;1920;1.0733;44.1476;6;4.1823;97.9208;
63979;54;1925.4;2010;1.3612;46.8515;6.25;6.0561;100.7995;
67740;55;2040;2052;-1.7;55.4;6;0;0;
67740;2;2217;2217;-0.392;114.8837;0;44.1628;117.0235;
74765;54;2640;2655.6001;16.7001;47.1;6;0;0;
74765;2;2742.8;2742.8;2.5901;114.8828;0;16.1356;115.2281;
65609;1;1454;1454;6.359;1.0538;0;0;0;
65609;59;1551.4;2089.2;-5.6518;57.9097;6;8.9709;109.9013;
65609;55;2129.8;2130;-9.5014;55.2778;6.25;39.3345;121.6088;
57577;51;960;1003.2;-1.7899;20.4;6;0;0;
57577;2;1147.4;1147.4;0.4085;114.8522;0;38.5777;144.4572;
57791;51;960;997.2;5.71;20.4;6;0;0;
57791;2;1105;1105;0.1392;114.8914;0;8.6863;134.1419;
64511;2;1358;1358;-2.1746;116.6893;0;0;0;
64511;59;1486.6;1888.8;3.8024;42.973;6;56.4623;123.761;
64511;53;1908.6;1950;-1.5222;38.1536;6.25;68.8204;132.5098;
60103;51;960;1014;-17.2899;20.4;6;0;0;
60103;59;1103.2;1544.4;2.4349;61.3514;6;23.8276;116.2023;
60103;56;1589;1590;8.7124;64.2825;6.25;58.3531;130.5658;
65386;57;1560;1585.2;-17.28;72.9;6;0;0;
65386;2;1664.6;1664.6;-0.3141;114.9279;0;23.8068;71.6782;
66881;2;1630;1630;-13.7796;115.6818;0;0;0;
66881;59;1740.2;2284.8;0.6478;75.4947;6;8.5454;103.2818;
66881;57;2332;2370;5.4647;72.897;6.25;46.8295;112.2851;
57760;52;1020;1030.8;1.1801;29.6;6;0;0;
57760;53;1215.6;1230;-1.699;38.2072;6.25;72.7768;137.7614;
71262;2;2170;2170;5.0907;116.7632;0;0;0;
71262;59;2305.8;2882.3892;-13.3753;21.3835;6;30.3437;131.7443;
71262;8;3132.2;3132.2;25.1504;81.2778;6;175.6092;269.6908;
74451;2;2586;2586;-14.3858;117.1611;0;0;0;
74451;59;2754.2;2904.2871;-3.6936;27.8943;6;28.6473;160.3639;
74705;51;3120;3134.3999;5.71;20.4;6;0;0;
74705;13;3207.2;3207.2;1.8748;56.1271;6;20.5939;81.9534;
65236;51;1680;1700.4;5.71;20.4;6;0;0;
65236;59;1827.6;2514;22.6677;29.1784;6;92.2933;42.3005;
65236;52;2537.2;2550;23.9721;29.7074;6.25;109.1465;48.0201;
74861;55;2760;2778;-17.2;55.4;6;0;0;
74861;2;2856.6001;2856.6001;-0.5837;114.9191;0;5.4073;90.6747;
59450;2;748;748;-11.5199;116.2932;0;0;0;
59450;59;848.2;1350;-10.3218;58.0618;6;33.5894;106.5452;
59450;55;1404.2;1410;-17.1943;55.6946;6.25;78.038;119.4449;
71747;1;2256;2256;-11.7302;1.7389;0;0;0;
71747;59;2613.2;2907.1843;14.2108;28.3588;6;261.2053;112.2415;
70079;52;2460;2494.8;1.1801;29.6;6;0;0;
70079;14;2663.8;2663.8;25.6935;38.7523;6;106.2833;108.4674;
55050;2;74;74;1.5377;116.7403;0;0;0;
55050;59;183.4;709.2;11.1439;77.2225;6;19.2615;76.347;
55050;59;757.2;1430.4;7.5324;79.5769;6;55.6632;89.276;
55050;58;1448;1470;8.9069;81.9385;6.25;66.8054;95.2568;
65442;57;1560;1576.8;5.7199;72.9;6;0;0;
65442;11;1722.2;1722.2;-25.4431;28.9583;6;9.4177;135.3801;
62489;53;1140;1164;-17.21;37.9;6;0;0;
62489;59;1533.4;1792.8;14.0031;26.9104;6;209.604;180.5477;
62489;52;1831;1830;8.8698;29.6837;6.25;234.6072;192.9895;
62499;54;1200;1221.6;8.7;47.1;6;0;0;
62499;2;1358;1358;-0.5759;114.8533;0;41.0701;118.3949;
65228;56;1500;1527.6;24.19;64.6;6;0;0;
