AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
42467;2;2796;2796;-10.1203;116.0007;0;0;0;
42467;59;2938.2;3175.2;7.5483;25.999;6;5.0973;135.0806;
42467;51;3185.2;3210;5.8777;20.5281;6.25;8.2243;141.6763;
44907;2;3376;3376;5.6313;116.4733;0;0;0;
44907;56;3474;3510;24.3795;64.6721;6.25;2.3464;81.412;
42064;58;3180;3218.3999;1.3103;82.1;6;0;0;
42064;55;3385;3390;-1.5021;55.3553;6.25;33.1294;109.8275;
39172;1;2136;2136;14.6754;0.9647;0;0;0;
39172;59;2243;2512.8;21.2793;82.0634;6;28.0223;111.3723;
39172;58;2543;2550;24.0432;82.0873;6.25;51.122;117.2178;
33042;52;1080;1101.6;1.1801;29.6;6;0;0;
33042;12;1222;1222;20.4834;73.7307;6;27.1868;128.9823;
32491;1;848;848;-12.4734;0.2681;0;0;0;
32491;59;963.6;1071.6;-5.9023;80.1842;6;1.6327;131.1688;
32491;58;1088.8;1110;1.1728;82.3397;6.25;9.6706;139.7866;
32951;55;1140;1148.4;-9.7;55.4;6;0;0;
32951;2;1251.6;1251.6;0.7793;114.735;0;28.6102;104.4271;
32823;51;960;987.6;-9.79;20.4;6;0;0;
32823;59;1245.2;1266;11.5505;61.5416;6;109.0279;212.3355;
32823;56;1276.4;1350;8.711;64.369;6.25;112.0348;216.9379;
33057;55;1140;1144.8;-9.7;55.4;6;0;0;
33057;2;1247.6;1247.6;-1.2765;114.8955;0;36.749;99.2504;
35904;1;1528;1528;-4.8702;1.832;0;0;0;
35904;59;1578.4;1820.4;15.854;28.1512;6;9.5715;60.0976;
35904;52;1823.8;1890;16.4838;29.5457;6.25;10.6512;61.9119;
34920;58;1740;1784.4;1.3103;82.1;6;0;0;
34920;1;1896;1896;-1.7038;2.543;0;1.0461;126.9041;
31420;51;960;975.6;5.71;20.4;6;0;0;
31420;8;1117.8;1117.8;17.5628;81.338;6;32.057;176.0378;
41878;57;2760;2768.3999;5.7199;72.9;6;0;0;
41878;1;2847.3999;2847.3999;-0.119;2.6572;0;4.8135;121.929;
38233;2;2016;2016;-4.2301;116.9887;0;0;0;
38233;59;2144;2512.8;14.2369;80.0891;6;29.355;147.8006;
38233;58;2522;2550;16.5993;82.1405;6.25;34.1171;151.9024;
37080;2;1780;1780;-9.9447;115.89;0;0;0;
37080;55;1921.4;1950;5.8801;55.2436;6.25;62.4879;111.8904;
39780;58;2460;2502;16.8102;82.1;6;0;0;
39780;2;2575.3999;2575.3999;1.6527;114.718;0;11.8398;74.5645;
39692;58;2460;2505.6001;24.3101;82.1;6;0;0;
39692;1;2591.8;2591.8;-0.2428;2.6799;0;13.1605;105.9311;
29597;2;172;172;-9.6093;116.305;0;0;0;
29597;59;266.4;322.8;11.7609;79.9098;6;6.194;78.3601;
29597;58;345.8;390;16.6197;82.0107;6.25;20.746;86.1676;
32181;2;672;672;11.9858;115.8597;0;0;0;
32181;59;792;1012.8;3.3946;21.7841;6;33.6492;144.1174;
32181;51;1017;1050;5.5429;20.2693;6.25;35.171;146.8417;
41930;51;3120;3156;-17.2899;20.4;6;0;0;
41930;2;3269;3269;2.2629;114.8669;0;11.229;124.6753;
36498;55;1860;1881.6;5.8;55.4;6;0;0;
36498;2;1994;1994;0.293;114.9478;0;23.1082;100.3082;
32285;2;732;732;4.4711;115.8806;0;0;0;
32285;59;818.4;1104;21.4033;29.3857;6;3.0709;117.921;
32285;52;1130.8;1170;24.1375;29.3609;6.25;23.1615;124.6467;
32925;52;1080;1093.2;1.1801;29.6;6;0;0;
32925;53;1232.4;1290;-17.3666;37.9317;6.25;1.9666;92.2909;
39834;52;2520;2538;24.18;29.6;6;0;0;
39834;13;2668.2;2668.2;-25.5919;56.1328;6;13.9985;87.3069;
29799;51;240;248.4;-17.2899;20.4;6;0;0;
29799;59;347.6;444;-12.7518;60.276;6;3.5254;97.5647;
29799;55;461.6;510;-17.1937;55.6917;6.25;11.8518;106.9177;
31537;51;960;962.4;-1.7899;20.4;6;0;0;
31537;2;1078.8;1078.8;-0.4262;114.8971;0;9.017;141.4051;
40553;2;2508;2508;-3.9496;115.2696;0;0;0;
40553;59;2576.6001;2700;14.0634;60.0204;6;10.7625;91.1978;
40553;56;2734.8;2790;16.4491;64.7804;6.25;38.6677;98.6232;
35930;2;1544;1544;8.1171;117.0651;0;0;0;
35930;59;1628.4;1796.4;5.9948;80.9815;6;15.4746;97.8924;
35930;58;1805.6;1830;8.7462;82.3253;6.25;19.9332;101.359;
36670;1;1708;1708;12.3502;2.2419;0;0;0;
36670;52;1848.4;1890;1.2842;29.6277;6.25;49.2622;88.8778;
31729;51;960;987.6;-1.7899;20.4;6;0;0;
31729;2;1107.6;1107.6;-0.4562;114.9033;0;14.3824;140.0383;
32732;58;1020;1066.8;16.8102;82.1;6;0;0;
32732;2;1164.8;1164.8;0.2111;114.8175;0;24.0554;82.2381;
42797;2;2992;2992;-10.6557;117.199;0;0;0;
42797;59;3126.3999;3324;1.9842;57.4573;6;2.1876;120.7264;
42797;55;3347.6001;3390;-1.7368;55.6067;6.25;17.2824;127.0875;
43371;53;3360;3363.6001;-9.71;37.9;6;0;0;
43371;2;3485.6001;3485.6001;-0.7652;114.9678;0;2.6204;111.1004;
45517;54;3480;3494.3999;1.2001;47.1;6;0;0;
45517;54;3539.2;3570;8.6621;47.3207;6.25;30.5612;12.1634;
35760;1;1448;1448;11.6286;0.3652;0;0;0;
35760;58;1816.4;1830;8.9274;81.8627;6.25;236.8429;184.5968;
40397;1;2480;2480;-0.0844;1.7582;0;0;0;
40397;55;2634.2;2670;-17.2959;55.263;6.25;69.1806;106.0708;
29889;51;240;261.6;-9.79;20.4;6;0;0;
29889;51;269.2;330;-1.9381;20.5455;6.25;0.5993;7.8867;
38012;2;1952;1952;-12.51;117.1434;0;0;0;
38012;54;2062.6001;2130;0.9973;47.0663;6.25;6.8859;147.7496;
38367;58;2460;2503.2;16.8102;82.1;6;0;0;
38367;59;2623;2640;-11.771;39.9654;6;39.6018;125.1566;
38367;53;2644.8;2730;-9.8159;37.6582;6.25;40.0666;128.2115;
38704;2;2044;2044;0.8802;116.3378;0;0;0;
38704;59;2217.6001;2548.8;24.6552;29.6125;6;2.7242;151.5495;
38704;52;2554.6001;2610;24.4075;29.6961;6.25;4.7185;152.5993;
32527;2;864;864;-11.4009;116.5394;0;0;0;
32527;59;987.2;1102.8;11.5219;25.1053;6;29.6389;137.6635;
32527;52;1154;1170;16.43;29.5653;6.25;69.8181;151.9916;
31669;58;1020;1040.4;16.8102;82.1;6;0;0;
31669;13;1167.2;1167.2;-15.6751;56.2054;6;31.2202;109.156;
36568;2;1688;1688;11.6958;116.5325;0;0;0;
36568;59;1821.2;1920;-17.0936;40.9323;6;13.3645;196.0945;
36568;53;1927.4;2010;-17.4636;37.7567;6.25;15.8975;200.454;
41983;58;3180;3236.3999;1.3103;82.1;6;0;0;
41983;55;3378.8;3390;-9.5355;55.6245;6.25;69.7987;115.6912;
41865;54;2760;2766;8.7;47.1;6;0;0;
41865;11;2865.6001;2865.6001;-1.0464;28.7605;6;7.7031;111.7681;
32798;58;1020;1022.4;1.3103;82.1;6;0;0;
