AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
25422;2;2240;2240;10.559;116.8423;0;0;0;
25422;59;2334.8;2514;2.838;79.6699;6;10.8366;101.539;
25422;58;2520.2;2550;1.1088;82.1453;6.25;12.5353;105.4095;
25494;2;2284;2284;-0.5027;117.1015;0;0;0;
25494;59;2372.8;2556;12.6811;26.8316;6;2.8109;127.3617;
25494;52;2587.8;2610;8.8826;29.7669;6.25;26.6912;135.2832;
20667;57;1320;1340.4;5.7199;72.9;6;0;0;
20667;57;1341.6;1410;5.6388;72.8494;6.25;0.1407;0.0956;
22221;52;1800;1816.8;24.18;29.6;6;0;0;
22221;59;1951.6;1989.6;-0.3417;63.986;6;53.987;119.0386;
22221;56;1993;2070;1.102;64.7728;6.25;54.8431;120.8365;
19473;2;1076;1076;-8.6799;115.9086;0;0;0;
19473;55;1168.4;1230;-17.3365;55.3719;6.25;2.7636;96.5255;
27922;58;3180;3184.8;8.8102;82.1;6;0;0;
27922;15;3293.6001;3293.6001;-25.7067;21.2054;6;33.1222;123.1279;
22513;2;1704;1704;-4.3582;116.7593;0;0;0;
22513;59;1831.4;1927.2;-13.2702;41.2978;6;24.0729;184.8979;
22513;53;1934.6;2010;-9.5636;38.1952;6.25;27.1166;190.1331;
27140;2;2584;2584;12.7181;116.8019;0;0;0;
27140;53;2688.6001;2730;-1.8714;37.9725;6.25;8.3017;131.6145;
15205;1;184;184;-6.9943;0.519;0;0;0;
15205;59;267.4;390;3.1301;27.6616;6;27.0874;80.6785;
15205;52;404.6;450;8.4987;29.4064;6.25;34.2089;88.1615;
22239;51;1680;1725.6;5.71;20.4;6;0;0;
22239;59;1918.4;1989.6;-1.9391;60.2073;6;9.9877;211.9751;
22239;56;2005;2070;0.9058;64.5061;6.25;17.705;219.5491;
24418;51;2400;2426.3999;5.71;20.4;6;0;0;
24418;13;2542.3999;2542.3999;-25.9214;56.2337;6;6.6925;108.2246;
24440;57;2040;2048.3999;-17.28;72.9;6;0;0;
24440;2;2109.8;2109.8;0.2004;114.7056;0;4.5043;79.9398;
