AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
4725;54;1200;1219.2;24.2;47.1;6;0;0;
4725;2;1335.4;1335.4;0.3789;114.9008;0;10.6957;100.4579;
1815;1;244;244;7.4743;2.2472;0;0;0;
1815;59;346.8;717.6;7.9274;80.1052;6;4.4842;121.6249;
1815;58;721.2;750;8.6749;82.3108;6.25;5.0972;124.2269;
9079;2;1560;1560;11.2291;115.6225;0;0;0;
9079;59;1674;1717.2;-12.6672;22.922;6;14.1278;137.8914;
9079;51;1749.6;1770;-17.1602;20.2593;6.25;37.3588;146.307;
10519;2;1784;1784;8.5441;116.9166;0;0;0;
10519;59;1938.4;2148;21.7005;82.2505;6;62.3685;83.1641;
10519;59;2190.3999;2875.2;23.4407;82.1113;6;100.948;87.8759;
10519;58;2882.8;2910;24.151;82.2496;6.25;104.7143;89.7906;
4101;2;768;768;-14.4087;116.8038;0;0;0;
4101;52;1086.6;1110;24.3692;29.8162;6.25;190.7654;161.4882;
15205;55;2760;2788.8;-9.7;55.4;6;0;0;
15205;59;2798;2982;-1.0856;61.7879;6;1.2521;12.2873;
15205;56;2991.8;3030;0.9367;64.5725;6.25;5.1892;17.0226;
2446;2;444;444;-9.2572;116.4832;0;0;0;
2446;59;527.4;717.6;13.2231;78.503;6;6.195;80.9228;
2446;58;748.8;750;9.045;82.1757;6.25;27.4709;91.4149;
8475;57;1560;1568.4;-1.7801;72.9;6;0;0;
8475;2;1672.8;1672.8;-0.7697;114.8149;0;4.8097;83.1661;
5168;2;956;956;-8.6666;116.5698;0;0;0;
5168;59;1064.8;1362;12.6955;58.3761;6;6.7884;101.2762;
5168;55;1390.8;1410;5.9912;55.2736;6.25;26.2788;110.7973;
10764;2;1820;1820;-8.465;116.7681;0;0;0;
10764;59;2085.8;2454;-8.2514;23.2417;6;19.7335;189.3721;
10764;53;2626;2670;-9.6492;37.7869;6.25;66.6364;280.2824;
11294;2;1996;1996;-9.8814;116.7403;0;0;0;
11294;55;2101.6001;2130;-9.9332;55.2534;6.25;17.619;108.0837;
12003;2;2068;2068;-8.4089;117.0446;0;0;0;
12003;59;2190.6001;2299.2;-10.2063;73.8957;6;26.1413;112.3965;
12003;57;2346.2;2370;-17.4433;72.8953;6.25;60.1905;125.7813;
13515;51;2400;2444.3999;5.71;20.4;6;0;0;
13515;14;2557;2557;18.0039;38.7304;6;3.9193;95.7898;
1788;58;660;681.6;8.8102;82.1;6;0;0;
1788;10;813.2;813.2;25.1918;46.2801;6;17.8098;91.3181;
7040;2;1220;1220;0.6174;117.1837;0;0;0;
7040;59;1312.4;1546.8;11.6441;63.7081;6;8.8017;92.7756;
7040;56;1553.6;1590;8.9478;64.584;6.25;11.4228;96.1641;
13417;52;2460;2500.8;24.18;29.6;6;0;0;
13417;59;2713;2875.2;21.8469;81.7423;6;117.3829;149.0331;
13417;58;2904.6001;2910;24.1536;82.3043;6.25;140.44;154.339;
8176;57;1560;1590;-17.28;72.9;6;0;0;
8176;2;1675.6;1675.6;1.968;114.8221;0;9.0017;82.5823;
9560;2;1696;1696;-12.2912;117.2527;0;0;0;
9560;59;1798.2;2089.2;-14.0994;56.2254;6;1.4913;104.5237;
9560;55;2102.6001;2130;-17.3983;55.4872;6.25;9.3412;109.5361;
19360;2;3292;3292;-6.1665;116.4583;0;0;0;
19360;54;3428.2;3450;1.3167;47.2466;6.25;11.7934;132.1854;
2281;2;360;360;9.7486;116.6799;0;0;0;
2281;59;459.6;480;14.6883;44.624;6;7.2402;112.1566;
2281;54;491.4;570;8.4743;47.3108;6.25;11.0849;121.0064;
7352;2;1304;1304;2.1367;117.1417;0;0;0;
7352;59;1507.4;1599.6;4.299;73.771;6;19.7783;212.7339;
7352;57;1611.2;1650;-1.6069;72.8081;6.25;23.9061;219.5988;
8228;51;1680;1711.2;-9.79;20.4;6;0;0;
8228;59;1819;1926;13.2944;43.0063;6;13.0923;102.7951;
8228;54;1946.6;2010;8.5174;46.9735;6.25;24.8702;112.4663;
15743;2;2684;2684;5.513;115.6713;0;0;0;
15743;55;2804.3999;2850;-9.7789;55.5706;6.25;41.4208;101.0567;
19160;58;3540;3565.2;16.8102;82.1;6;0;0;
1385;51;240;264;5.71;20.4;6;0;0;
1385;51;276.6;330;-10.0288;20.5667;6.25;1.2944;15.9898;
13760;54;2640;2653.2;8.7;47.1;6;0;0;
13760;8;2797.8;2797.8;13.2145;81.4446;6;31.2884;127.8892;
4711;57;840;870;-1.7801;72.9;6;0;0;
4711;1;972.2;972.2;-0.074;2.673;0;5.4576;126.254;
6148;58;1380;1396.8;24.3101;82.1;6;0;0;
6148;11;1515.8;1515.8;-1.6423;28.8411;6;12.1229;128.3897;
8500;56;1500;1519.2;24.19;64.6;6;0;0;
8500;59;1666.2;1716;-2.9371;24.9349;6;8.8846;116.4001;
8500;51;1747.6;1770;-9.7796;20.5695;6.25;28.0976;127.9514;
16354;2;2828;2828;-6.3289;115.6486;0;0;0;
16354;59;2920.3999;2984.3999;10.4035;62.0737;6;2.9984;96.5904;
16354;56;3001.2;3030;16.4382;64.5156;6.25;12.4096;105.3959;
16956;52;3180;3198;8.68;29.6;6;0;0;
16956;2;3347;3347;-0.6456;114.7844;0;31.6152;141.5045;
20632;58;3540;3582;16.8102;82.1;6;0;0;
13301;2;2308;2308;3.8437;116.8371;0;0;0;
13301;59;2380.6001;2875.2;22.678;81.6411;6;4.119;67.4701;
13301;58;2899.8;2910;24.4395;81.8521;6.25;23.6554;72.0961;
11858;51;2400;2432.3999;5.71;20.4;6;0;0;
11858;59;2511.6001;2688;9.9587;45.8475;6;6.9333;93.8734;
11858;54;2699.2;2730;16.6705;47.3772;6.25;10.0478;101.7143;
12105;2;2088;2088;3.7868;116.0622;0;0;0;
12105;59;2190.2;2454;-14.4232;27.2123;6;7.639;123.0065;
12105;59;2578.8;2602.8;-15.8267;40.3187;6;63.4447;216.731;
12105;53;2608.8;2670;-17.4161;38.0777;6.25;66.1068;219.6376;
4464;57;840;882;-1.7801;72.9;6;0;0;
4464;59;891.2;1441.2;3.8863;79.3286;6;1.1016;9.3788;
4464;58;1463.2;1470;8.6116;82.0925;6.25;15.5845;16.7444;
8474;57;1560;1579.2;5.7199;72.9;6;0;0;
8474;2;1692.8;1692.8;0.482;114.8288;0;3.5204;80.7578;
13718;53;2580;2599.2;-17.21;37.9;6;0;0;
13718;2;2684.3999;2684.3999;1.0035;114.901;0;7.0072;107.6479;
2848;52;1020;1027.2;24.18;29.6;6;0;0;
2848;59;1147.6;1426.8;14.8764;78.8875;6;8.1624;115.2298;
2848;59;1472.2;2146.8;15.0367;80.0466;6;45.7544;125.7088;
2848;58;2176.3999;2190;16.8417;82.3551;6.25;66.7445;134.0967;
8320;57;1560;1570.8;-9.7801;72.9;6;0;0;
8320;12;1571.2;1571.2;-9.7801;73.3263;6;0.2352;0.4263;
12750;1;2172;2172;0.2995;0.4961;0;0;0;
