AgentID;ActivityID;TimeIn;TimeOut;xLoc;yLoc;zLoc;TotalDelayTime;TotalDistance;
4725;55;1140;1155.6;5.8;55.4;6;0;0;
4725;13;1156;1156;5.8;55.789;6;0.2352;0.389;
1815;52;360;385.2;16.6801;29.6;6;0;0;
1815;2;490.4;490.4;-0.4481;114.7681;0;16.3256;136.3444;
26222;2;2316;2316;-5.9752;117.0614;0;0;0;
26222;59;2405.2;2809.2;10.6708;76.5808;6;8.5521;89.3192;
26222;57;2842.2;2850;5.899;73.1424;6.25;32.8381;100.1987;
12003;53;3360;3387.6001;-9.71;37.9;6;0;0;
12003;2;3490;3490;-0.6918;114.8902;0;31.0779;112.6857;
3648;57;600;626.4;-17.28;72.9;6;0;0;
3648;57;627.6;690;-17.3722;72.9254;6.25;0.113;0.0956;
1788;51;240;272.4;-17.2899;20.4;6;0;0;
1788;59;510.8;595.2;8.2478;60.8753;6;14.597;194.4434;
1788;56;602;630;8.5673;64.3997;6.25;16.4948;198.2404;
8594;57;2040;2073.6001;-9.7801;72.9;6;0;0;
8594;59;3003.8;3600;-6.0064;75.2403;6;1191.2522;387.1794;
11954;58;3180;3223.2;16.8102;82.1;6;0;0;
11954;2;3333.2;3333.2;-1.4702;114.807;0;44.1864;90.4645;
13760;54;3480;3538.8;16.7001;47.1;6;0;0;
8320;2;820;820;2.1594;117.0813;0;0;0;
8320;59;947.6;1135.2;8.9942;26.8113;6;43.8929;131.0395;
8320;52;1160;1170;8.7292;29.3618;6.25;63.1465;137.6549;
4191;2;460;460;-13.7064;116.2644;0;0;0;
4191;59;561.4;654;2.7567;74.0761;6;25.4576;89.366;
4191;57;658.8;690;5.4988;72.9468;6.25;25.8682;92.5003;
8809;2;892;892;-14.3214;116.9135;0;0;0;
8809;59;976.4;1200;-9.0229;59.3159;6;5.7729;105.6645;
8809;55;1218;1230;-9.3979;55.4159;6.25;15.8342;113.4848;
3770;57;600;642;-9.7801;72.9;6;0;0;
3770;59;645.2;1077.6;-5.8231;75.5136;6;0.4153;4.7422;
3770;58;1102.6;1110;1.2885;82.3752;6.25;16.0653;16.1023;
1883;2;244;244;2.5826;115.6228;0;0;0;
1883;59;327.4;471.6;-1.0113;59.8883;6;1.9228;101.29;
1883;55;492.8;510;-1.4602;55.3019;6.25;15.979;109.4732;
12077;52;3240;3258;1.1801;29.6;6;0;0;
12077;10;3370.3999;3370.3999;-25.2996;46.366;6;2.3214;89.95;
2985;53;480;518.4;5.7899;37.9;6;0;0;
2985;2;609.4;609.4;-2.3726;114.8534;0;14.6993;117.8352;
5938;54;1320;1324.8;1.2001;47.1;6;0;0;
5938;59;1448.6;1731.6;-5.4912;24.1725;6;49.359;121.604;
5938;51;1744.4;1770;-1.9931;20.5263;6.25;55.3815;127.8301;
3718;51;960;1006.8;-17.2899;20.4;6;0;0;
3718;59;1048;1132.8;19.6042;29.1755;6;14.4795;46.062;
3718;52;1136.2;1170;16.8812;29.8329;6.25;15.0918;49.1208;
7804;2;740;740;1.5865;117.0965;0;0;0;
7804;59;812.4;1077.6;0.8378;80.6508;6;2.5219;89.9199;
7804;58;1081;1110;1.5703;82.1681;6.25;3.2562;92.2014;
